1.03849395897724,1.01376791233493,0.998033155380725,1.01826355717898,1.07670694015173,0.971059286316381,1.04074178139927,0.95532452936218,0.935094127563922,0.923855015453779,0.831694296150604,0.836189940994661,0.759763978645687,0.65411632481034,0.593425119415566,0.530486091598764
0,0,0,0,0,0.00224782242202866,0.00674346726608598,0.0224782242202866,0.0382129811744872,0.0876650744591177,0.0831694296150604,0.132621522899691,0.170834504074178,0.137117167743748,0.137117167743748,0.155099747119978
0,0,0,0,0,0,0,0,0,0.00674346726608598,0.013486934532172,0.0314695139084012,0.0449564484405732,0.0741781399269458,0.0899128968811464,0.0561955605507165
0,0,0,0,0,0,0,0,0,0.00224782242202866,0.00674346726608598,0.00224782242202866,0.0314695139084012,0.0382129811744872,0.0337173363304299,0.0629390278168025
0,0,0,0,0,0,0,0,0,0,0,0.00224782242202866,0,0.0157347569542006,0.0224782242202866,0.0404608035965159
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112391121101433,0.0224782242202866,0.0292216914863726
0,0,0,0,0,0,0,0,0,0,0,0.00224782242202866,0.00449564484405732,0.00449564484405732,0.00899128968811464,0.0247260466423153
0,0,0,0,0,0,0,0,0,0,0,0,0.00224782242202866,0.00224782242202866,0.0179825793762293,0.0179825793762293
0,0,0,0,0,0,0,0,0,0,0,0.00224782242202866,0,0.00224782242202866,0.00674346726608598,0.0224782242202866
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449564484405732,0.0179825793762293
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449564484405732
0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224782242202866,0.00224782242202866,0.00899128968811464
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00674346726608598
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449564484405732,0.00899128968811464
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899128968811464,0.00449564484405732
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112391121101433
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224782242202866
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224782242202866
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224782242202866
